subj,trial_type,trial,phase,appearance,trial_target,target,utterance,length,num_descriptors,num_canonical,num_animal_sounds,num_anaphoric,num_comparison,num_subordinate,num_superordinate
11,game,26,post,second,fish,fish,Was that the fish ?,4,0,1,0,1,0,0,0
11,game,26,post,second,fish,NA,No !,1,0,0,0,0,0,0,0
11,game,27,pre,first,donkey,donkey,Can you find the donkey ?,5,0,1,0,1,0,0,0
11,game,27,post,first,donkey,donkey,Was that the donkey ?,4,0,1,0,1,0,0,0
11,game,27,post,first,donkey,NA,No !,1,0,0,0,0,0,0,0
11,game,28,pre,second,dog,dog,What about the dog ? Where's the dog ?,7,0,2,0,2,0,0,0
11,game,28,post,second,dog,dog,Was that the dog ?,4,0,1,0,1,0,0,0
11,game,28,post,second,dog,NA,No !,1,0,0,0,0,0,0,0
11,game,29,pre,second,donkey,donkey,Where's the donkey ?,3,0,1,0,1,0,0,0
11,game,29,post,second,donkey,donkey,That's not the donkey !,4,0,1,0,1,0,0,0
11,game,29,post,second,donkey,NA,Was that a fish ? That was the lobster !,8,0,1,0,0,0,0,0
11,game,30,pre,second,duck,duck,What about the duck ?,4,0,1,0,1,0,0,0
11,game,30,post,second,duck,duck,Was that the duck ?,4,0,1,0,1,0,0,0
11,game,30,post,second,duck,duck,What was that one ?,4,0,0,0,0,0,0,0
11,game,31,pre,second,swan,swan,Alright find the swan . Where's the swan ?,7,0,2,0,2,0,0,0
11,game,31,post,second,swan,swan,Yes ! Nice job !,3,0,0,0,0,0,0,0
11,game,32,pre,second,elephant,elephant,"Ooh , where's the elephant ?",4,0,1,0,0,0,0,0
11,game,32,post,second,elephant,elephant,Was that the elephant ?,4,0,1,0,1,0,0,0
11,game,32,post,second,elephant,NA,That was the fish .,4,0,0,0,0,0,0,0
11,game,33,pre,second,rhinoceros,rhinoceros,Where's the rhinoceros ?,3,0,1,0,1,0,0,0
11,game,33,post,second,rhinoceros,rhinoceros,What was that ?,3,0,0,0,0,0,0,0
11,game,33,post,second,rhinoceros,NA,That was the lobster,4,0,0,0,0,0,0,0
11,game,34,pre,second,pig,pig,"Ooh , what about the pig ? Make the pig go oink !",10,0,2,1,2,0,0,0
11,game,34,post,second,pig,pig,It kind of snorted,4,0,0,0,0,0,0,0
11,game,35,pre,second,raccoon,raccoon,What about the raccoon ? Where's the raccoon ?,7,0,2,0,2,0,0,0
11,game,35,post,second,raccoon,raccoon,Was that the raccoon ?,4,0,1,0,1,0,0,0
11,game,35,post,second,raccoon,NA,No,1,0,0,0,0,0,0,0
11,game,36,pre,first,bird,bird,Where's the bird ?,3,0,1,0,1,0,0,0
11,game,36,post,first,bird,bird,Was that the bird ?,4,0,1,0,1,0,0,0
11,game,36,post,first,bird,NA,What was that ?,3,0,0,0,0,0,0,0
11,game,37,pre,second,lobster,lobster,Find the lobster . Where's the lobster ?,6,0,2,0,2,0,0,0
11,game,37,post,second,lobster,lobster,Yes ! Nice job !,3,0,0,0,0,0,0,0
11,game,38,pre,second,bird,bird,"Ooh , where's the bird ?",4,0,1,0,1,0,0,0
11,game,38,post,second,bird,bird,Ooh ! Tweet tweet tweet tweet ! Good job !,7,0,0,4,0,0,0,0
11,game,39,pre,second,leopard,leopard,Where's the leopard ?,3,0,1,0,1,0,0,0
11,game,39,post,second,leopard,leopard,Nice job !,2,0,0,0,0,0,0,0
11,game,40,pre,second,cow,cow,What about the cow ? Where's the cow ?,7,0,2,0,2,0,0,0
11,game,40,post,second,cow,cow,Moo ! Good job !,3,0,0,1,0,0,0,0
11,game,40,post,second,cow,NA,I think we're all done !,5,0,0,0,0,0,0,0
12,practice,1,pre,first,apple,apple,"OK Avery , can you find the apple ?",7,0,1,0,1,0,0,0
12,practice,1,pre,first,apple,apple,Yeah touch the apple,4,0,1,0,1,0,0,0
12,practice,1,post,first,apple,apple,Uh-uh . Just the apple,4,0,1,0,1,0,0,0
12,practice,2,pre,first,artichoke,artichoke,Hit the one that's green,5,1,0,0,1,0,0,0
12,practice,2,post,first,artichoke,artichoke,You found the green artichoke !,5,1,1,0,0,0,0,0
12,practice,2,post,first,artichoke,NA,Do you like to eat apples ?,6,0,1,0,0,0,0,0
12,practice,3,pre,second,apple,apple,Show me the apple !,4,0,1,0,1,0,0,0
12,practice,4,pre,second,artichoke,artichoke,Find the green artichoke,4,1,1,0,1,0,0,0
12,practice,4,post,second,artichoke,NA,"Here we go ! You gotta listen to me , OK ? You gonna listen ? My turn , and then it's gonna be your turn !",21,0,0,0,0,0,0,0
12,game,5,pre,first,cow,cow,Where's the cow ? Mooo,4,0,1,1,1,0,0,0
12,game,6,pre,first,leopard,leopard,Where's the leopard ?,3,0,1,0,1,0,0,0
12,game,6,post,first,leopard,leopard,The leopard has spots ! Looks like a cat .,8,0,1,0,1,1,0,0
12,game,7,pre,first,dog,dog,Show me the woof-woof,4,0,0,1,1,0,0,0
12,game,7,post,first,dog,dog,Woof-woof . Nice job .,3,0,0,1,0,0,0,0
12,game,8,pre,first,rhinoceros,rhinoceros,Where's the rhino ? With the horn,6,0,1,0,1,0,0,0
12,game,8,post,first,rhinoceros,rhinoceros,Oh wow !,2,0,0,0,0,0,0,0
12,game,9,pre,first,pig,pig,Oink oink ! Touch oink-oink,4,0,0,2,0,0,0,0
12,game,10,pre,first,squirrel,squirrel,Get the squirrel with the big tail,7,1,1,0,1,0,0,0
12,game,11,pre,first,horse,horse,Get the neigh horse !,4,0,1,1,1,0,0,0
12,game,11,post,first,horse,horse,Uh oh who was that ? It was the cow .,9,0,1,0,1,0,0,0
12,game,12,pre,first,donkey,donkey,Where's the donkey ?,3,0,1,0,1,0,0,0
12,game,12,post,first,donkey,donkey,Hee-haw !,1,0,0,1,0,0,0,0
12,game,13,pre,second,horse,horse,Where's the horsie ?,3,0,1,0,1,0,0,0
12,game,13,post,second,horse,horse,"Hey , horsey !",2,0,1,0,0,0,0,0
12,game,14,pre,second,leopard,leopard,Where's the one that looks like a cat ?,8,0,0,0,1,1,0,0
12,game,14,post,second,leopard,leopard,It's called a leopard !,4,0,1,0,0,0,0,0
12,game,15,pre,second,cow,cow,Show me where's the -- oh wait wait wait !,8,0,0,0,0,0,0,0
12,game,15,post,second,cow,cow,You gotta listen ! You gotta wait for me !,8,0,0,0,0,0,0,0
12,game,16,pre,first,lobster,lobster,Where's the lobster ? It's red . Lobster,6,1,2,0,1,0,0,0
12,game,16,post,first,lobster,lobster,Uh-oh ! You were touching the lobster !,6,0,0,0,0,0,0,0
12,game,17,pre,first,fish,fish,ooh where's the xxx fish,5,0,1,0,1,0,0,0
12,game,17,post,first,fish,fish,"Hey , fishy fishy",3,0,2,0,0,0,0,0
12,game,18,pre,first,peacock,peacock,Where's the blue bird ? It's called a peacock,8,1,1,0,1,0,0,1
12,game,18,post,first,peacock,peacock,Xxx,1,0,0,0,0,0,0,0
12,game,19,pre,second,fish,fish,Where's the fishy fishy ? Fishy fishy,6,0,4,0,0,0,0,0
12,game,19,post,second,fish,fish,You have to get the fishy !,6,0,1,0,1,0,0,0
12,game,20,pre,second,peacock,peacock,OK find that blue bird again ! It's called a peacock,10,1,1,0,1,0,0,1
12,game,20,post,second,peacock,peacock,Peacock ! It goes xxx,4,0,1,1,0,0,0,0
12,game,21,pre,first,duck,duck,"OK , touch the duck ! Quack quack !",6,0,1,2,1,0,0,0
12,game,21,post,first,duck,NA,Quack quack,2,0,0,2,0,0,0,0
12,game,22,pre,first,swan,swan,"Ooh , touch the white bird !",5,1,0,0,1,0,0,1
12,game,22,post,first,swan,swan,Thats-- I said the white bird ! It's called a swan,10,0,1,0,1,0,0,1
12,game,23,pre,first,elephant,elephant,OK where's the elephant ? Www,5,0,1,1,1,0,0,0
12,game,24,pre,second,rhinoceros,rhinoceros,Where's the rhino ?,3,0,1,0,1,0,0,0
12,game,24,post,second,rhinoceros,rhinoceros,He has a horn on his nose,7,0,0,0,0,0,0,0
12,game,25,pre,first,bird,bird,OK where's the bird ? Tweet tweet,6,0,1,2,1,0,0,0
12,game,25,post,first,bird,bird,Hi bird !,2,0,1,0,0,0,0,0
12,game,26,pre,first,rooster,rooster,Uh-oh it's your friend the rooster ! Xxx,7,0,1,1,1,0,0,0
12,game,27,pre,second,dog,dog,Where's the doggie ?,3,0,1,0,1,0,0,0
12,game,28,pre,first,raccoon,raccoon,Get the raccoon !,3,0,1,0,1,0,0,0
12,game,28,post,first,raccoon,raccoon,"Oooh , raccoon !",2,0,1,0,0,0,0,0
12,game,29,pre,first,cat,cat,Where's the meow-cat ? Touch the cat,6,0,2,1,2,0,0,0
12,game,29,post,first,cat,cat,"Hey , cat !",2,0,1,0,0,0,0,0
12,game,30,pre,second,swan,swan,Where's the swan ? The white bird !,6,1,1,0,2,0,0,1
12,game,30,post,second,swan,swan,"Uh-oh , that's the leopard",4,0,0,0,0,0,0,0
12,game,31,pre,second,elephant,elephant,Xxx . Where's the elephant ?,4,0,1,0,1,0,0,0
12,game,32,pre,second,lobster,lobster,Hey wait . Find the lobster . It's red,7,1,1,0,1,0,0,0
12,game,33,pre,second,duck,duck,OK find the duck . Quack quack !,6,0,1,2,1,0,0,0
12,game,33,post,second,duck,duck,Were you looking for the . . . ?,5,0,0,0,0,0,0,0
12,game,34,pre,second,raccoon,raccoon,OK raccoon !,2,0,1,0,0,0,0,0
12,game,35,pre,second,pig,pig,Where's the piggy ? Touch piggy,5,0,2,0,1,0,0,0
12,game,36,pre,second,squirrel,squirrel,Squirrel . He's eating . He has a big tail,8,1,1,0,0,0,0,0
12,game,36,post,second,squirrel,squirrel,That's the squirrel,3,0,1,0,1,0,0,0
12,game,37,pre,second,cat,cat,Find the cat,3,0,1,0,1,0,0,0
12,game,38,pre,second,donkey,donkey,Find the donkey ! It looks like a horse !,8,0,1,0,1,1,0,0
12,game,39,pre,second,bird,bird,Where's that bird ?,3,0,1,0,1,0,0,0
12,game,39,post,second,bird,bird,Tweet tweet tweet tweet !,4,0,0,4,0,0,0,0
12,game,40,pre,second,rooster,rooster,Where's the rooster ?,3,0,1,0,1,0,0,0
12,game,40,post,second,rooster,rooster,Good job ! You're all done !,5,0,0,0,0,0,0,0
13,practice,1,pre,first,apple,apple,Touch the apple,3,0,1,0,1,0,0,0
13,practice,1,post,first,apple,apple,Very good !,2,0,0,0,0,0,0,0
13,practice,2,pre,first,artichoke,artichoke,"OK oh God , artichoke . That's this one , or , the green one",11,1,1,0,1,0,0,0
13,practice,3,pre,second,apple,apple,Let's touch the apple,4,0,1,0,1,0,0,0
13,practice,3,post,second,apple,apple,OK,1,0,0,0,0,0,0,0
13,practice,4,pre,second,artichoke,artichoke,Xxx artichoke is the--,4,0,1,0,1,0,0,0
13,practice,4,post,second,artichoke,artichoke,Yes,1,0,0,0,0,0,0,0
13,practice,4,post,second,artichoke,artichoke,Oh very good !,3,0,0,0,0,0,0,0
13,practice,4,post,second,artichoke,NA,www,1,0,0,0,0,0,0,0
13,practice,4,post,second,artichoke,NA,Wait a minute,3,0,0,0,0,0,0,0
13,game,5,pre,first,rhinoceros,rhinoceros,Which one's the rhinoceros ? You know what that is ?,9,0,1,0,1,0,0,0
13,game,5,pre,first,rhinoceros,rhinoceros,That's the lobster,3,0,1,0,1,0,0,0
13,game,6,pre,first,horse,horse,Horse . Touch the horse,4,0,1,0,1,0,0,0
13,game,7,pre,first,squirrel,squirrel,OK squirrel . You know which one's the squirrel ?,8,0,2,0,1,0,0,0
13,game,7,post,first,squirrel,squirrel,No that's the raccoon,4,0,0,0,0,0,0,0
13,game,8,pre,second,horse,horse,Horse,1,0,1,0,0,0,0,0
13,game,9,pre,first,rooster,rooster,Rooster,1,0,1,0,0,0,0,0
13,game,9,post,first,rooster,rooster,Very good,2,0,0,0,0,0,0,0
13,game,10,pre,first,cat,cat,Cat . Which one's the cat ?,5,0,2,0,1,0,0,0
13,game,10,post,first,cat,cat,Meow,1,0,0,1,0,0,0,0
13,game,11,pre,second,rooster,rooster,Rooster,1,0,1,0,0,0,0,0
13,game,11,post,second,rooster,NA,xxx,1,0,0,0,0,0,0,0
13,game,12,pre,first,duck,duck,Duck ! Quack quack quack,4,0,1,3,0,0,0,0
13,game,13,pre,first,lobster,lobster,Lobster . That's the red one . The red one is the lobster .,11,1,2,0,3,0,0,0
13,game,13,post,first,lobster,NA,Xxx,1,0,0,0,0,0,0,0
13,game,14,pre,first,bird,bird,Bird,1,0,1,0,0,0,0,0
13,game,14,post,first,bird,bird,Tweet tweet !,2,0,0,0,0,0,0,0
13,game,14,post,first,bird,NA,That was a doggy,4,0,1,0,0,0,0,0
13,game,15,pre,first,leopard,leopard,"Leopard ! That's the cat , it's like a cat",8,0,1,0,1,0,0,2
13,game,15,post,first,leopard,leopard,Very good,2,0,0,0,0,0,0,0
13,game,16,pre,first,elephant,elephant,Elephant . No ! Elephant !,3,0,2,0,0,0,0,0
13,game,16,post,first,elephant,elephant,There you go . Very good . Wait a minute,8,0,0,0,0,0,0,0
13,game,17,pre,first,donkey,donkey,Donkey . Which one looks like a little horse ?,8,0,1,0,0,1,0,0
13,game,17,post,first,donkey,donkey,Woah !,1,0,0,0,0,0,0,0
13,game,18,pre,first,dog,dog,Dog . Which one's the doggy ?,5,0,2,0,1,0,0,0
13,game,18,post,first,dog,dog,Woof woof !,2,0,0,1,0,0,0,0
13,game,19,pre,second,leopard,leopard,"Leopard is the cat , remember ?",5,0,1,0,1,0,0,1
13,game,19,post,second,leopard,NA,Xxx,1,0,0,0,0,0,0,0
13,game,20,pre,first,pig,pig,Which one is the pig ?,5,0,1,0,1,0,0,0
13,game,21,pre,first,raccoon,raccoon,Raccoon . You know which one's the raccoon ?,7,0,2,0,1,0,0,0
13,game,21,post,first,raccoon,raccoon,"Yeah ! Oh , very good",4,0,0,0,0,0,0,0
13,game,22,pre,second,dog,dog,Which one's the doggy ?,4,0,1,0,1,0,0,0
13,game,23,pre,first,swan,swan,Swan is the white one . Wait a minute !,8,1,1,0,1,0,0,0
13,game,23,pre,first,swan,swan,You know the white one ?,5,1,0,0,1,0,0,0
13,game,23,post,first,swan,swan,Yeah . Is that what a swan sounds like ?,8,0,1,0,0,0,0,0
13,game,24,pre,second,cat,cat,Which one's the cat ?,4,0,1,0,1,0,0,0
13,game,24,pre,second,cat,cat,You wanna hit it ?,4,0,0,0,0,0,0,0
13,game,24,post,second,cat,cat,Oh that was the doggie . It's OK .,7,0,0,0,0,0,0,0
13,game,25,pre,second,squirrel,squirrel,Which one's the-- Where's the squirrel ?,6,0,1,0,1,0,0,0
13,game,25,post,second,squirrel,squirrel,No,1,0,0,0,0,0,0,0
13,game,26,pre,first,fish,fish,OK fish,2,0,1,0,0,0,0,0
13,game,26,post,first,fish,fish,What's the fish say ?,4,0,1,0,0,0,0,0
13,game,27,pre,second,lobster,lobster,Lobster . You know which one's the lobster ?,7,0,2,0,1,0,0,0
13,game,27,post,second,lobster,lobster,Very good !,2,0,0,0,0,0,0,0
13,game,28,pre,second,duck,duck,Duck . Which one's the duck ?,5,0,1,0,1,0,0,0
13,game,28,post,second,duck,NA,Xxx,1,0,0,0,0,0,0,0
13,game,29,pre,second,raccoon,raccoon,Raccoon . Now do you remember ? It's the one with the little mask on it,14,0,1,0,1,0,0,0
13,game,30,pre,first,cow,cow,Which one is the cow ? Do you see the cow ?,10,0,2,0,2,0,0,0
13,game,30,pre,first,cow,cow,You have to tap it,5,0,0,0,0,0,0,0
13,game,31,pre,second,swan,swan,You know which one's the swan ?,6,0,1,0,1,0,0,0
13,game,31,post,second,swan,swan,"Oop , it's OK",3,0,0,0,0,0,0,0
13,game,31,post,second,swan,NA,You done ? You don't wanna play anymore ?,7,0,0,0,0,0,0,0
13,game,32,post,second,pig,NA,"You do wanna play more , or you don't ?",8,0,0,0,0,0,0,0
13,game,33,pre,first,peacock,peacock,You know which one's the peacock ?,6,0,1,0,1,0,0,0
13,game,33,pre,first,peacock,peacock,"Syd , which one's the peacock ?",5,0,1,0,1,0,0,0
13,game,33,post,first,peacock,peacock,Oh very good ! You like peacocks ?,6,0,1,0,0,0,0,0
13,game,34,pre,second,elephant,elephant,Elephant ?,1,0,1,0,0,0,0,0
13,game,34,post,second,elephant,elephant,Yep,1,0,0,0,0,0,0,0
13,game,35,pre,second,rhinoceros,rhinoceros,Rhinoceros ?,1,0,1,0,0,0,0,0
13,game,35,post,second,rhinoceros,rhinoceros,"Uh , is that a rhinoceros ?",5,0,1,0,0,0,0,0
13,game,36,pre,second,bird,bird,Bird,1,0,1,0,0,0,0,0
13,game,36,pre,second,bird,bird,Tweet tweet tweet !,3,0,0,3,0,0,0,0
13,game,37,pre,second,peacock,peacock,Which one's the peacock ?,4,0,1,0,1,0,0,0
13,game,38,pre,second,cow,cow,Cow . Which one's the cow ?,5,0,2,0,1,0,0,0
13,game,39,pre,second,donkey,donkey,Donkey ?,1,0,1,0,0,0,0,0
13,game,39,post,second,donkey,donkey,Hee-haw,1,0,0,1,0,0,0,0
13,game,40,pre,second,fish,fish,Which one's the fish ?,4,0,1,0,1,0,0,0
13,game,40,post,second,fish,NA,"You did it , Sydney ! That was very good !",8,0,0,0,0,0,0,0
14,practice,1,pre,first,apple,apple,Hit the apple,3,0,1,0,1,0,0,0
14,practice,2,pre,first,artichoke,artichoke,Hit the artichoke,3,0,1,0,1,0,0,0
14,practice,3,pre,second,apple,apple,Apple,1,0,1,0,0,0,0,0
14,practice,4,pre,second,artichoke,artichoke,Artichoke,1,0,1,0,0,0,0,0
14,practice,4,post,second,artichoke,NA,Hold on a second,4,0,0,0,0,0,0,0
14,game,5,pre,first,rhinoceros,rhinoceros,Wait wait--,2,0,0,0,0,0,0,0
14,game,6,pre,first,elephant,elephant,Pick the elephant,3,0,1,0,0,0,0,0
14,game,6,post,first,elephant,elephant,That's a fish,3,0,0,0,0,0,0,0
14,game,7,pre,second,rhinoceros,rhinoceros,Pick the rhinoceros,3,0,1,0,1,0,0,0
14,game,8,pre,first,bird,bird,Pick the bird . Yellow,4,1,1,0,1,0,0,0
14,game,9,pre,first,lobster,lobster,Pick the red lobster . Red lobster .,6,2,2,0,1,0,0,0
14,game,10,pre,first,fish,fish,Pick the fish,3,0,1,0,1,0,0,0
14,game,10,post,first,fish,fish,Good job,2,0,0,0,0,0,0,0
14,game,11,pre,first,rooster,rooster,Pick the chicken . Rooster,4,0,1,0,0,0,0,0
14,game,12,pre,first,cat,cat,Pick - pick midnight . Kitty,4,0,1,0,0,0,1,0
14,game,13,pre,first,donkey,donkey,Pick the donkey . Pick the donkey,6,0,2,0,2,0,0,0
14,game,14,pre,second,cat,cat,Pick kitty . Midnight .,3,0,1,0,0,0,1,0
14,game,15,pre,second,donkey,donkey,Pick the donkey,3,0,1,0,1,0,0,0
14,game,16,pre,first,dog,dog,Pick Chips . Where's Chips ? You see Chips ? Where the dog at ? The dog . Right there . Pick it .,17,0,2,0,2,0,2,0
14,game,17,pre,first,raccoon,raccoon,Pick the . . . Pick the raccoon . You know what the raccoon is ? Pick the raccoon .,14,0,3,0,3,0,0,0
14,game,17,post,first,raccoon,raccoon,Good job,2,0,0,0,0,0,0,0
14,game,18,pre,second,dog,dog,Alright . Pick Chips . Chips,4,0,0,0,0,0,2,0
14,game,18,post,second,dog,dog,That's not Chips .,3,0,0,0,0,0,1,0
14,game,19,pre,second,rooster,rooster,Pick the chicken,3,0,1,0,1,0,0,0
14,game,20,pre,first,pig,pig,Pick the pig,3,0,1,0,1,0,0,0
14,game,20,post,first,pig,pig,Good job,2,0,0,0,0,0,0,0
14,game,20,post,first,pig,NA,Put your hands back,4,0,0,0,0,0,0,0
14,game,21,pre,first,leopard,leopard,Pick the leopard . The leopard cat .,6,0,2,0,2,0,0,1
14,game,22,pre,first,duck,duck,Pick the duck,3,0,1,0,1,0,0,0
14,game,23,pre,second,raccoon,raccoon,Um . . . Pick the raccoon,4,0,1,0,1,0,0,0
14,game,23,post,second,raccoon,raccoon,OK,1,0,0,0,0,0,0,0
14,game,24,pre,first,cow,cow,Pick the cow,3,0,1,0,1,0,0,0
14,game,24,post,first,cow,cow,That's the pig,3,0,0,0,0,0,0,0
14,game,25,pre,first,peacock,peacock,Pick the peacock,3,0,1,0,1,0,0,0
14,game,25,post,first,peacock,peacock,OK good,2,0,0,0,0,0,0,0
14,game,26,pre,first,horse,horse,Pick the horse,3,0,1,0,1,0,0,0
14,game,26,post,first,horse,horse,That's a pig,3,0,0,0,0,0,0,0
14,game,27,pre,second,lobster,lobster,The red lobster,3,1,1,0,1,0,0,0
14,game,28,pre,second,cow,cow,Pick the cow,3,0,1,0,1,0,0,0
14,game,28,post,second,cow,cow,That's a pig,3,0,0,0,0,0,0,0
14,game,29,pre,second,leopard,leopard,Pick the leopard cat,4,0,1,0,1,0,0,1
14,game,29,post,second,leopard,leopard,OK good,2,0,0,0,0,0,0,0
14,game,30,pre,second,pig,pig,Pick the pig . The pig,5,0,2,0,2,0,0,0
14,game,30,post,second,pig,pig,OK good,2,0,0,0,0,0,0,0
14,game,31,pre,second,peacock,peacock,The peacock . The bird,4,0,1,0,1,0,0,1
14,game,32,pre,second,fish,fish,Pick . . . Where the fish at ?,5,0,1,0,1,0,0,0
14,game,32,pre,second,fish,fish,"Yeah , the fish",3,0,1,0,1,0,0,0
14,game,32,post,second,fish,NA,Give me your hand,4,0,0,0,0,0,0,0
14,game,33,pre,first,swan,swan,Pick the swan duck,4,0,1,0,1,0,0,0
14,game,33,post,first,swan,swan,That's the cat,3,0,0,0,0,0,0,0
14,game,34,pre,second,horse,horse,Where's the horse ?,3,0,1,0,1,0,0,0
14,game,34,post,second,horse,horse,Good job,2,0,0,0,0,0,0,0
14,game,35,pre,first,squirrel,squirrel,Squirrel . Touch the squirrel,4,0,1,0,1,0,0,0
14,game,36,pre,second,elephant,elephant,Elephant,1,0,1,0,0,0,0,0
14,game,36,post,second,elephant,elephant,Yeah,1,0,0,0,0,0,0,0
14,game,37,pre,second,swan,swan,Swan duck,2,0,1,0,0,0,0,0
14,game,37,post,second,swan,swan,That's the chicken,3,0,1,0,1,0,0,0
14,game,38,pre,second,duck,duck,Duck,1,0,1,0,0,0,0,0
14,game,39,pre,second,squirrel,squirrel,Squirrel . Where's the squirrel ?,4,0,2,0,1,0,0,0
14,game,39,pre,second,squirrel,squirrel,"OK , touch it",3,0,0,0,0,0,0,0
14,game,39,post,second,squirrel,NA,OK . Gimme your hand,4,0,0,0,0,0,0,0
14,game,40,pre,second,bird,bird,Where's the yellow bird ?,4,1,1,0,1,0,0,0
14,game,40,pre,second,bird,bird,Where's the yellow bird at ?,5,1,1,0,1,0,0,0
14,game,40,pre,second,bird,bird,"Yeah , pick it",3,0,0,0,0,0,0,0
15,practice,1,pre,first,apple,apple,Apple ! Where's the apple ?,4,0,2,0,1,0,0,0
15,practice,1,post,first,apple,apple,Where'd the apple go ?,4,0,1,0,1,0,0,0
15,practice,2,pre,first,artichoke,artichoke,Where's the artichoke ? Artichoke,4,0,2,0,1,0,0,0
15,practice,3,pre,second,apple,apple,Where's the apple ?,3,0,1,0,1,0,0,0
15,practice,3,pre,second,apple,apple,Apple ! Apple,2,0,2,0,0,0,0,0
15,practice,4,pre,second,artichoke,artichoke,"Artichoke , artichoke !",2,0,2,0,0,0,0,0
15,practice,4,post,second,artichoke,artichoke,Yeah !,1,0,0,0,0,0,0,0
15,game,5,pre,first,elephant,elephant,Where's the elephant ?,3,0,1,0,1,0,0,0
15,game,6,pre,first,squirrel,squirrel,Where's the squirrel ? Squirrel ! Find the squirrel,7,0,3,0,2,0,0,0
15,game,6,post,first,squirrel,squirrel,Yeah ! Good job !,3,0,0,0,0,0,0,0
15,game,7,pre,first,cow,cow,Where's the cow ? Moo moo,5,0,1,2,1,0,0,0
15,game,7,pre,first,cow,cow,"Yeah ! Touch the cow , xxx . Moo moo",7,0,1,2,1,0,0,0
15,game,8,pre,first,leopard,leopard,Where's the leopard ? Rorr !,4,0,1,1,1,0,0,0
15,game,8,post,first,leopard,leopard,Good job !,2,0,0,0,0,0,0,0
15,game,9,pre,first,pig,pig,Where's the pig ? Oink oink oink !,6,0,1,3,1,0,0,0
15,game,9,post,first,pig,pig,Good job ! Yeah !,3,0,0,0,0,0,0,0
15,game,10,pre,first,raccoon,raccoon,Where's the raccoon ?,3,0,1,0,1,0,0,0
15,game,10,pre,first,raccoon,raccoon,No that's not a raccoon !,5,0,1,0,0,0,0,0
15,game,10,post,first,raccoon,raccoon,That was a sneaky raccoon,5,1,1,0,0,0,0,0
15,game,11,pre,second,cow,cow,Where's the cow ? Moo moo,5,0,1,2,1,0,0,0
15,game,12,pre,second,squirrel,squirrel,Squirrel ?,1,0,1,0,0,0,0,0
15,game,12,post,second,squirrel,squirrel,Squirrel ?,1,0,1,0,0,0,0,0
15,game,13,pre,first,cat,cat,Where's the cat ? Meow ! Meow goes the cat,8,0,2,2,2,0,0,0
15,game,14,pre,first,swan,swan,Where's the swan ?,3,0,1,0,1,0,0,0
15,game,14,post,first,swan,swan,That's a rooster !,3,0,0,0,0,0,0,0
15,game,15,pre,first,duck,duck,Where's the duck ?,3,0,1,0,1,0,0,0
15,game,15,pre,first,duck,duck,Yeah ! Quack quack quack !,4,0,0,3,0,0,0,0
15,game,15,post,first,duck,duck,Good job !,2,0,0,0,0,0,0,0
15,game,16,pre,first,donkey,donkey,Where's the donkey ?,3,0,1,0,1,0,0,0
15,game,17,pre,first,dog,dog,Where's the dog ? Where's the woof woof woof ? Where's the doggy ? Where's the puppy dog ?,15,0,3,3,4,0,0,0
15,game,18,pre,first,rhinoceros,rhinoceros,Where's the rhino ? Rhino . Where's the rhino ?,7,0,3,0,2,0,0,0
15,game,18,post,first,rhinoceros,rhinoceros,Yeah ! You know your animals !,5,0,0,0,0,0,0,0
15,game,19,pre,second,elephant,elephant,Where's the elephant ?,3,0,1,0,1,0,0,0
15,game,19,post,second,elephant,elephant,Wow !,1,0,0,0,0,0,0,0
15,game,20,pre,first,lobster,lobster,Where's the lobster ?,3,0,1,0,1,0,0,0
15,game,20,post,first,lobster,lobster,Pinchy pinchy lobster ! Pinchy pinchy lobster !,6,1,2,0,0,0,0,0
15,game,21,pre,second,duck,duck,Where's the duck ? Quack quack quack !,6,0,1,3,1,0,0,0
15,game,22,pre,second,lobster,lobster,Where's the lobster ? Red lobster,5,1,2,0,1,0,0,0
15,game,22,post,second,lobster,lobster,He swims in the water,5,1,0,0,0,0,0,0
15,game,23,pre,second,pig,pig,Where's the piggie ?,3,0,1,0,1,0,0,0
15,game,23,post,second,pig,pig,Good job !,2,0,0,0,0,0,0,0
15,game,24,pre,second,donkey,donkey,Where's the donkey ?,3,0,1,0,1,0,0,0
15,game,24,post,second,donkey,donkey,"That's not the donkey , that's a lobster",7,0,1,0,1,0,0,0
15,game,25,pre,first,fish,fish,Where's the fish ?,3,0,1,0,1,0,0,0
15,game,26,pre,first,rooster,rooster,Where's the rooster ? Cock-a-doodle-doo !,4,0,1,1,1,0,0,0
15,game,27,pre,second,cat,cat,Where's the cat ? Meow ! Meow !,5,0,1,2,1,0,0,0
15,game,28,pre,second,raccoon,raccoon,Where's the raccoon ?,3,0,1,0,1,0,0,0
15,game,29,pre,second,fish,fish,Where's the fish ?,3,0,1,0,1,0,0,0
15,game,29,pre,second,fish,fish,Can you find the fish ?,5,0,1,0,1,0,0,0
15,game,30,pre,second,rooster,rooster,Rooster ! Where's the cock-a-doodle-doo ? Where's the cock-a-doodle-doo ?,7,0,1,2,2,0,0,0
15,game,30,pre,second,rooster,rooster,Mine just says a word it says rooster . Mine says rooster . Pick the rooster .,14,0,3,0,0,0,0,0
15,game,31,pre,first,bird,bird,Where's the bird ? Where's the birdie ?,6,0,2,0,2,0,0,0
15,game,31,post,first,bird,bird,That was a doggie,4,0,0,0,0,0,0,0
